orderNumber,orderDate,requiredDate,shippedDate,status,comments,customerNumber
10791,2026-04-18,2026-05-11,,On Hold,,21249
10792,2023-01-28,2023-02-11,,Cancelled,Customer requested expedited shipping.,23104
10793,2023-06-23,2023-07-22,,In Process,,23977
10794,2025-03-06,2025-03-25,2025-03-12,Shipped,,21399
10795,2025-05-18,2025-06-07,2025-05-23,Resolved,,23301
10796,2023-06-18,2023-06-26,,In Process,Fragile items — handle with care.,22304
10797,2023-03-29,2023-04-18,2023-03-30,Shipped,,22520
10798,2023-07-10,2023-08-05,2023-07-19,Shipped,Customer requested expedited shipping.,22587
10799,2023-09-25,2023-10-20,2023-10-03,Shipped,,22987
10800,2023-10-07,2023-10-22,2023-10-09,Shipped,Replacement for damaged order.,23174
10801,2024-08-07,2024-08-20,2024-08-11,Shipped,,23531
10802,2025-04-17,2025-04-30,2025-04-21,Shipped,,23955
10803,2025-01-18,2025-02-14,2025-01-25,Disputed,,24365
10804,2025-06-30,2025-07-25,,On Hold,,23047
10805,2024-05-20,2024-06-10,,In Process,Verified credit before processing.,21981
10806,2023-04-19,2023-04-30,2023-04-24,Shipped,Replacement for damaged order.,22233
10807,2022-03-13,2022-03-27,2022-03-22,Shipped,,22315
10808,2023-02-09,2023-02-28,,In Process,Hold for customer confirmation.,21251
10809,2022-08-24,2022-09-07,2022-08-28,Shipped,International shipment — customs docs needed.,24728
10810,2025-01-30,2025-02-15,2025-02-05,Disputed,Gift wrapping requested.,23270
10811,2022-01-08,2022-01-26,,Cancelled,Verified credit before processing.,21776
10812,2022-12-23,2023-01-14,,On Hold,Customer will pick up at warehouse.,24195
10813,2022-05-03,2022-05-21,2022-05-10,Disputed,Fragile items — handle with care.,22369
10814,2023-08-23,2023-09-18,2023-08-29,Disputed,Customer will pick up at warehouse.,22584
10815,2023-12-26,2024-01-23,2023-12-29,Shipped,Gift wrapping requested.,20893
10816,2025-09-04,2025-10-03,2025-09-08,Disputed,,23059
10817,2022-10-13,2022-11-03,2022-10-18,Resolved,,23623
10818,2023-10-18,2023-11-02,,On Hold,Backorder — ship when available.,24330
10819,2024-11-08,2024-11-23,,On Hold,International shipment — customs docs needed.,20593
10820,2023-09-15,2023-09-26,,In Process,Replacement for damaged order.,24368
10821,2024-12-17,2025-01-01,2024-12-19,Shipped,,24865
10822,2024-11-16,2024-11-27,2024-11-21,Resolved,Call before delivery.,22227
10823,2025-03-29,2025-04-26,2025-04-05,Shipped,,22704
10824,2026-02-24,2026-03-18,,In Process,International shipment — customs docs needed.,20580
10825,2024-04-02,2024-04-09,2024-04-04,Resolved,Backorder — ship when available.,20201
10826,2026-01-31,2026-03-01,,On Hold,Backorder — ship when available.,20575
10827,2025-05-10,2025-05-18,2025-05-12,Resolved,,20124
10828,2022-05-07,2022-06-02,2022-05-08,Shipped,,21373
10829,2022-01-06,2022-01-23,2022-01-14,Resolved,Customer requested expedited shipping.,22990
10830,2023-06-02,2023-06-20,2023-06-04,Shipped,Replacement for damaged order.,21565
10831,2025-05-10,2025-05-26,2025-05-19,Shipped,,24073
10832,2025-12-30,2026-01-23,2026-01-09,Shipped,Check stock before processing.,24051
10833,2026-03-21,2026-04-16,2026-03-24,Shipped,Replacement for damaged order.,23618
10834,2026-03-21,2026-04-13,2026-03-27,Shipped,Special discount applied.,23341
10835,2022-02-03,2022-02-11,2022-02-11,Shipped,Check stock before processing.,23130
10836,2022-06-27,2022-07-11,2022-07-04,Shipped,Partial shipment approved by customer.,22361
10837,2024-07-19,2024-08-14,2024-07-28,Shipped,,24744
10838,2022-11-13,2022-11-20,2022-11-20,Shipped,Check stock before processing.,22640
10839,2023-07-28,2023-08-10,,On Hold,,20394
10840,2024-11-17,2024-11-30,2024-11-26,Shipped,Partial shipment approved by customer.,21123
10841,2022-11-28,2022-12-16,,In Process,Customer will pick up at warehouse.,24364
10842,2025-11-15,2025-11-23,2025-11-18,Shipped,,21886
10843,2023-01-22,2023-02-06,2023-01-30,Resolved,Priority customer — rush order.,22666
10844,2022-12-22,2023-01-17,2022-12-24,Shipped,,23200
10845,2025-07-27,2025-08-12,2025-08-02,Shipped,International shipment — customs docs needed.,21864
10846,2024-02-03,2024-02-19,2024-02-06,Shipped,Hold for customer confirmation.,23222
10847,2025-10-16,2025-10-24,,In Process,,20751
10848,2025-01-05,2025-01-23,,On Hold,,20122
10849,2025-12-30,2026-01-17,,In Process,,22839
10850,2026-02-05,2026-02-28,2026-02-11,Shipped,,23460
10851,2023-10-15,2023-10-22,2023-10-16,Shipped,,20154
10852,2022-03-18,2022-03-28,2022-03-28,Shipped,Please ship as soon as possible.,23788
10853,2023-04-13,2023-04-25,2023-04-21,Shipped,Gift wrapping requested.,23052
10854,2026-03-21,2026-03-31,2026-03-22,Shipped,Hold for customer confirmation.,20786
10855,2024-11-10,2024-12-06,2024-11-12,Shipped,Please ship as soon as possible.,23419
10856,2024-12-30,2025-01-28,2025-01-06,Shipped,,21720
10857,2022-08-06,2022-08-13,2022-08-09,Resolved,,24264
10858,2022-03-29,2022-04-16,,Cancelled,Fragile items — handle with care.,21481
10859,2023-07-09,2023-07-22,2023-07-16,Resolved,,23548
10860,2022-01-27,2022-02-05,,On Hold,,23693
10861,2026-06-17,2026-06-28,2026-06-21,Disputed,,23549
10862,2023-01-12,2023-02-10,2023-01-19,Shipped,Special discount applied.,23463
10863,2022-03-20,2022-04-11,,On Hold,,22223
10864,2022-04-23,2022-05-17,2022-04-29,Shipped,,20701
10865,2023-11-29,2023-12-07,2023-12-06,Shipped,Hold for customer confirmation.,21994
10866,2026-06-26,2026-07-22,,In Process,Replacement for damaged order.,21747
10867,2025-02-01,2025-03-02,2025-02-03,Shipped,,20651
10868,2022-06-29,2022-07-17,2022-06-30,Disputed,Backorder — ship when available.,22509
10869,2023-12-13,2023-12-29,,On Hold,,22597
10870,2026-07-16,2026-08-06,2026-07-20,Shipped,International shipment — customs docs needed.,22131
10871,2026-02-01,2026-02-16,,On Hold,Verified credit before processing.,23998
10872,2025-09-24,2025-10-06,,On Hold,,20351
10873,2023-11-28,2023-12-15,2023-12-07,Shipped,Priority customer — rush order.,24446
10874,2024-02-01,2024-02-14,2024-02-04,Disputed,Please ship as soon as possible.,20130
10875,2023-08-14,2023-09-06,,On Hold,Please ship as soon as possible.,22638
10876,2023-04-09,2023-04-21,,Cancelled,,24403
10877,2024-02-27,2024-03-05,2024-03-05,Disputed,Verified credit before processing.,22180
10878,2024-12-23,2025-01-04,2025-01-02,Resolved,,23417
10879,2024-12-21,2025-01-10,2024-12-24,Shipped,Customer will pick up at warehouse.,22531
10880,2026-04-19,2026-04-28,2026-04-29,Shipped,,20662
10881,2024-09-15,2024-10-09,2024-09-16,Shipped,Customer requested expedited shipping.,24414
10882,2024-12-15,2025-01-03,2024-12-22,Resolved,Gift wrapping requested.,24527
10883,2023-09-13,2023-09-30,,In Process,Replacement for damaged order.,20918
10884,2026-04-17,2026-05-01,,In Process,Customer requested expedited shipping.,22772
10885,2025-09-07,2025-09-15,,Cancelled,,20276
10886,2023-12-09,2024-01-03,2023-12-16,Shipped,Call before delivery.,22842
10887,2022-08-13,2022-09-11,2022-08-14,Shipped,Please ship as soon as possible.,21615
10888,2024-02-11,2024-02-23,2024-02-19,Shipped,,21881
10889,2024-06-28,2024-07-26,,In Process,,20571
10890,2025-04-20,2025-05-16,2025-04-30,Shipped,Replacement for damaged order.,22169
10891,2023-01-27,2023-02-22,2023-02-06,Shipped,Customer requested expedited shipping.,22614
10892,2026-03-08,2026-03-18,2026-03-15,Shipped,,22465
10893,2022-10-06,2022-10-29,2022-10-11,Shipped,,20324
10894,2023-09-08,2023-09-22,2023-09-16,Shipped,,23313
10895,2026-02-26,2026-03-10,2026-03-03,Shipped,,21518
10896,2022-04-16,2022-05-03,2022-04-25,Shipped,,23840
10897,2026-03-12,2026-03-31,,Cancelled,Fragile items — handle with care.,23236
10898,2024-09-19,2024-10-01,2024-09-24,Shipped,Customer will pick up at warehouse.,20030
10899,2026-06-22,2026-07-15,,In Process,Replacement for damaged order.,23129
10900,2022-02-28,2022-03-15,,On Hold,,20104
10901,2022-12-14,2023-01-11,,In Process,,22831
10902,2026-02-24,2026-03-26,2026-03-02,Shipped,Backorder — ship when available.,22142
10903,2025-03-29,2025-04-11,2025-04-07,Shipped,Check stock before processing.,22043
10904,2023-09-11,2023-09-21,2023-09-14,Resolved,Customer requested expedited shipping.,20894
10905,2024-08-17,2024-08-27,2024-08-18,Shipped,,20575
10906,2025-02-17,2025-03-11,,In Process,,21800
10907,2026-05-19,2026-06-10,2026-05-29,Shipped,Hold for customer confirmation.,24891
10908,2025-01-07,2025-01-18,2025-01-15,Shipped,,21067
10909,2022-12-11,2023-01-04,2022-12-18,Shipped,Priority customer — rush order.,24144
10910,2025-03-30,2025-04-29,,Cancelled,Call before delivery.,23698
10911,2023-07-02,2023-07-15,2023-07-03,Shipped,Gift wrapping requested.,21639
10912,2025-06-16,2025-07-06,2025-06-25,Shipped,Priority customer — rush order.,24833
10913,2025-01-25,2025-02-20,2025-02-01,Shipped,Fragile items — handle with care.,23723
10914,2023-07-14,2023-07-29,2023-07-16,Shipped,Fragile items — handle with care.,21801
10915,2024-01-08,2024-01-29,2024-01-12,Resolved,,20454
10916,2023-10-11,2023-10-27,,Cancelled,Call before delivery.,20244
10917,2026-03-29,2026-04-27,2026-04-01,Disputed,,24629
10918,2022-11-10,2022-12-08,,Cancelled,Partial shipment approved by customer.,24019
10919,2025-09-08,2025-09-27,2025-09-16,Shipped,Gift wrapping requested.,21609
10920,2025-03-19,2025-04-07,2025-03-21,Shipped,Special discount applied.,20183
10921,2025-08-19,2025-08-26,,On Hold,,21529
10922,2025-08-22,2025-09-15,2025-08-28,Shipped,,22854
10923,2023-05-09,2023-05-16,2023-05-12,Shipped,,23097
10924,2024-08-13,2024-09-03,2024-08-17,Shipped,Call before delivery.,24261
10925,2022-07-28,2022-08-11,2022-08-02,Shipped,,22870
10926,2025-08-27,2025-09-16,2025-09-04,Resolved,,21359
10927,2024-09-18,2024-10-13,2024-09-25,Shipped,Check stock before processing.,21589
10928,2022-10-18,2022-11-03,,On Hold,,20335
10929,2025-01-31,2025-03-01,2025-02-08,Shipped,Priority customer — rush order.,23917
10930,2024-02-12,2024-02-24,2024-02-13,Disputed,Hold for customer confirmation.,22044
10931,2025-11-16,2025-12-16,2025-11-19,Resolved,,24103
10932,2024-08-20,2024-09-14,2024-08-25,Shipped,,23334
10933,2022-04-27,2022-05-10,,In Process,Special discount applied.,22140
10934,2023-11-28,2023-12-06,2023-12-06,Shipped,,22242
10935,2024-09-20,2024-10-11,2024-09-22,Shipped,,22378
10936,2023-10-25,2023-11-02,,In Process,Special discount applied.,20569
10937,2023-07-06,2023-07-23,2023-07-10,Shipped,Verified credit before processing.,22374
10938,2025-08-17,2025-09-06,2025-08-20,Shipped,,23215
10939,2024-11-27,2024-12-23,2024-12-02,Shipped,Please ship as soon as possible.,21023
10940,2024-10-14,2024-10-31,,In Process,Hold for customer confirmation.,21285
10941,2025-04-15,2025-04-30,,On Hold,Fragile items — handle with care.,24267
10942,2024-08-24,2024-09-19,2024-08-28,Shipped,Partial shipment approved by customer.,23122
10943,2024-06-10,2024-07-03,,Cancelled,,22520
10944,2023-01-09,2023-02-04,2023-01-13,Shipped,Replacement for damaged order.,24791
10945,2024-09-11,2024-10-08,2024-09-13,Resolved,Please ship as soon as possible.,20868
10946,2024-01-01,2024-01-27,2024-01-09,Shipped,,20427
10947,2022-03-14,2022-03-27,2022-03-21,Disputed,International shipment — customs docs needed.,20475
10948,2025-06-02,2025-06-25,2025-06-06,Shipped,,24847
10949,2024-08-30,2024-09-14,2024-09-04,Shipped,Check stock before processing.,21110
10950,2024-06-09,2024-07-09,2024-06-10,Shipped,,24615
10951,2025-09-15,2025-10-08,2025-09-17,Resolved,Verified credit before processing.,22377
10952,2025-05-16,2025-06-10,,In Process,,20712
10953,2025-04-04,2025-04-30,,In Process,,23189
10954,2024-02-19,2024-03-15,2024-02-20,Shipped,Replacement for damaged order.,23820
10955,2025-09-20,2025-10-11,,On Hold,Backorder — ship when available.,21080
10956,2024-08-02,2024-08-29,2024-08-11,Resolved,Fragile items — handle with care.,24178
10957,2026-01-24,2026-02-12,2026-01-29,Shipped,,24326
10958,2023-11-02,2023-11-15,2023-11-06,Shipped,Customer requested expedited shipping.,23919
10959,2023-02-13,2023-03-06,2023-02-15,Shipped,,23343
10960,2023-02-23,2023-03-23,,On Hold,,21249
10961,2025-11-24,2025-12-06,2025-12-03,Shipped,Call before delivery.,22312
10962,2024-06-02,2024-06-11,2024-06-07,Resolved,International shipment — customs docs needed.,22238
10963,2022-05-31,2022-06-28,2022-06-06,Shipped,,24762
10964,2025-07-10,2025-08-03,2025-07-13,Shipped,Priority customer — rush order.,24638
10965,2026-05-09,2026-05-25,2026-05-17,Shipped,,21713
10966,2023-10-21,2023-10-28,2023-10-31,Shipped,,24018
10967,2023-09-29,2023-10-21,,Cancelled,Call before delivery.,24607
10968,2023-03-30,2023-04-18,2023-04-05,Disputed,,24906
10969,2025-09-26,2025-10-25,,In Process,Customer requested expedited shipping.,24482
10970,2024-09-01,2024-09-10,2024-09-08,Resolved,Customer requested expedited shipping.,20665
10971,2024-01-05,2024-01-16,,In Process,Replacement for damaged order.,24829
10972,2023-02-10,2023-03-12,2023-02-15,Shipped,Verified credit before processing.,22666
10973,2024-07-14,2024-07-24,2024-07-23,Disputed,,20557
10974,2023-03-24,2023-04-12,,On Hold,Backorder — ship when available.,22757
10975,2026-05-19,2026-06-08,2026-05-21,Shipped,Special discount applied.,21002
10976,2023-09-24,2023-10-13,2023-09-29,Shipped,Priority customer — rush order.,24073
10977,2025-08-23,2025-09-02,2025-08-28,Disputed,Call before delivery.,21132
10978,2022-12-10,2023-01-02,2022-12-11,Shipped,Backorder — ship when available.,23879
10979,2022-02-23,2022-03-06,2022-02-24,Shipped,Check stock before processing.,22375
10980,2022-07-11,2022-08-10,2022-07-12,Shipped,,24490
10981,2023-03-14,2023-04-05,,Cancelled,Customer requested expedited shipping.,21602
10982,2026-03-02,2026-04-01,2026-03-08,Shipped,,24146
10983,2025-07-17,2025-08-02,,In Process,Replacement for damaged order.,22265
10984,2026-07-04,2026-07-26,2026-07-13,Shipped,Customer requested expedited shipping.,24522
10985,2025-05-07,2025-05-14,,In Process,,20374
10986,2025-03-11,2025-03-25,2025-03-17,Disputed,Hold for customer confirmation.,20392
10987,2025-06-23,2025-07-18,2025-06-30,Shipped,Priority customer — rush order.,24261
10988,2024-09-13,2024-09-23,,On Hold,,21101
10989,2022-10-14,2022-10-23,2022-10-23,Shipped,,24999
10990,2024-05-30,2024-06-10,2024-06-08,Resolved,,24932
10991,2022-03-17,2022-04-01,,In Process,Customer will pick up at warehouse.,21145
10992,2024-01-01,2024-01-17,,On Hold,Backorder — ship when available.,23877
10993,2022-09-28,2022-10-11,2022-10-05,Shipped,Partial shipment approved by customer.,23087
10994,2022-08-20,2022-08-31,2022-08-22,Shipped,,23966
10995,2023-03-27,2023-04-14,2023-04-04,Shipped,Priority customer — rush order.,20431
10996,2023-04-06,2023-04-22,2023-04-12,Shipped,Verified credit before processing.,22430
10997,2026-05-06,2026-06-03,2026-05-16,Shipped,Special discount applied.,20629
10998,2025-07-07,2025-07-19,2025-07-17,Shipped,,23438
10999,2023-05-15,2023-05-29,2023-05-17,Resolved,,24098
11000,2026-05-26,2026-06-11,,On Hold,Backorder — ship when available.,21483
11001,2022-10-27,2022-11-19,2022-11-05,Shipped,,24531
11002,2023-01-09,2023-01-17,,Cancelled,Please ship as soon as possible.,24550
11003,2023-05-05,2023-05-25,,On Hold,Special discount applied.,24938
11004,2022-07-28,2022-08-14,,On Hold,,23578
11005,2024-07-23,2024-08-20,2024-07-31,Shipped,,24093
11006,2023-12-07,2024-01-06,,Cancelled,,23106
11007,2024-01-14,2024-01-26,,On Hold,Fragile items — handle with care.,22228
11008,2025-05-19,2025-06-11,2025-05-29,Shipped,Check stock before processing.,21837
11009,2026-01-28,2026-02-18,2026-02-07,Shipped,Verified credit before processing.,21603
11010,2023-04-08,2023-04-24,,On Hold,Please ship as soon as possible.,21105
11011,2023-02-06,2023-02-17,2023-02-11,Shipped,,21078
11012,2022-07-10,2022-08-06,2022-07-13,Shipped,Fragile items — handle with care.,21865
11013,2023-12-20,2024-01-15,2023-12-27,Shipped,Verified credit before processing.,24537
11014,2026-03-21,2026-04-02,,On Hold,Verified credit before processing.,20462
11015,2025-02-08,2025-02-22,,On Hold,Customer requested expedited shipping.,20952
11016,2024-12-15,2024-12-26,2024-12-20,Shipped,Check stock before processing.,20961
11017,2026-02-01,2026-02-22,2026-02-11,Disputed,,24778
11018,2023-10-17,2023-11-04,,On Hold,Call before delivery.,24518
11019,2022-06-17,2022-06-26,2022-06-22,Shipped,Hold for customer confirmation.,21704
11020,2023-02-21,2023-03-20,2023-02-28,Shipped,Special discount applied.,22510
11021,2025-06-04,2025-07-03,2025-06-09,Resolved,International shipment — customs docs needed.,21869
11022,2023-06-12,2023-07-11,2023-06-13,Shipped,International shipment — customs docs needed.,22694
11023,2022-07-14,2022-08-08,2022-07-19,Shipped,Backorder — ship when available.,22447
11024,2024-05-26,2024-06-17,2024-05-30,Shipped,Please ship as soon as possible.,21940
11025,2022-06-23,2022-07-20,2022-07-03,Shipped,Customer will pick up at warehouse.,24683
11026,2025-11-29,2025-12-07,2025-12-02,Resolved,Special discount applied.,22117
11027,2022-11-14,2022-12-06,,On Hold,Customer will pick up at warehouse.,23627
11028,2022-04-26,2022-05-13,,On Hold,Customer requested expedited shipping.,23660
11029,2026-06-25,2026-07-09,2026-06-29,Disputed,Hold for customer confirmation.,23625
11030,2024-07-19,2024-07-29,2024-07-26,Disputed,,22088
11031,2026-03-27,2026-04-05,,On Hold,,21416
11032,2022-12-14,2022-12-29,2022-12-17,Shipped,Special discount applied.,20375
11033,2022-01-22,2022-02-07,2022-01-23,Shipped,Hold for customer confirmation.,24013
11034,2022-10-30,2022-11-15,2022-11-04,Resolved,Hold for customer confirmation.,23269
11035,2026-03-06,2026-03-29,2026-03-15,Shipped,Partial shipment approved by customer.,24529
11036,2024-08-21,2024-09-17,2024-08-26,Shipped,,21719
11037,2025-11-04,2025-11-23,2025-11-06,Shipped,Call before delivery.,24108
